"ticker","id","country","type_label"
"MAERSKB DC Equity","AP Moller - Maersk A/S","DK","Transportation"
"1251472D KS Equity","Mitsui Chemicals & SKC Polyurethanes Inc","KR","#N/A N/A"
"0629193D KS Equity","Wirye Energy Service Co Ltd","KR","#N/A N/A"
"285130 KS Equity","SK Chemicals Co Ltd","KR","Materials"
"0911101D CH Equity","Xe-Pian Xe-Namnoy Power Co Ltd","LA","#N/A N/A"
"1381292D KS Equity","Smartrail Co Ltd","KR","#N/A N/A"
"2353 TT Equity","Acer Inc","TW","Technology Hardware & Equipmen"
"1628399D KS Equity","Gangneung Eco Power Co Ltd","KR","#N/A N/A"
"NIKL IJ Equity","Pelat Timah Nusantara Tbk PT","ID","Materials"
"032830 KS Equity","Samsung Life Insurance Co Ltd","KR","Insurance"
"762 HK Equity","China Unicom Hong Kong Ltd","HK","Telecommunication Services"
"728 HK Equity","China Telecom Corp Ltd","CN","Telecommunication Services"
"AMXL MM Equity","America Movil SAB de CV","MX","Telecommunication Services"
"2395 TT Equity","Advantech Co Ltd","TW","Technology Hardware & Equipmen"
"000810 CH Equity","Skyworth Digital Co Ltd","CN","Technology Hardware & Equipmen"
"603986 CH Equity","Gigadevice Semiconductor Beijing Inc","CN","Semiconductors & Semiconductor"
"002848 CH Equity","Gospell Digital Technology Co Ltd","CN","Technology Hardware & Equipmen"
"002851 CH Equity","Shenzhen Megmeet Electrical Co Ltd","CN","Capital Goods"
"JD US Equity","JD.com Inc","CN","Retailing"
"TVSEL IN Equity","TVS Electronics Ltd","IN","Technology Hardware & Equipmen"
"VOD LN Equity","Vodafone Group PLC","GB","Telecommunication Services"
"8271 TT Equity","Apacer Technology Inc","TW","Semiconductors & Semiconductor"
"1645544D TT Equity","Dawning Leading Technology Inc","TW","#N/A N/A"
"TLX PW Equity","Talex SA","PL","Software & Services"
"SCSC US Equity","ScanSource Inc","US","Technology Hardware & Equipmen"
"B4B GR Equity","METRO AG","DE","Food & Staples Retailing"
"MC FP Equity","LVMH Moet Hennessy Louis Vuitton SE","FR","Consumer Durables & Apparel"
"700 HK Equity","Tencent Holdings Ltd","CN","Media & Entertainment"
"COMM US Equity","CommScope Holding Co Inc","US","Technology Hardware & Equipmen"
"012330 KS Equity","Hyundai Mobis Co Ltd","KR","Automobiles & Components"
"ENI IM Equity","Eni SpA","IT","Energy"
"AAL LN Equity","Anglo American PLC","GB","Materials"
"MUTEPCZ JP Equity","Mitsubishi Engineering-Plastics Corp","JP","#N/A N/A"
"2503 JP Equity","Kirin Holdings Co Ltd","JP","Food, Beverage & Tobacco"
"7276 JP Equity","Koito Manufacturing Co Ltd","JP","Automobiles & Components"
"6430 JP Equity","Daikoku Denki Co Ltd","JP","Consumer Durables & Apparel"
"CMCSA US Equity","Comcast Corp","US","Media & Entertainment"
"CHTR US Equity","Charter Communications Inc","US","Media & Entertainment"
"AXE US Equity","Anixter International Inc","US","Technology Hardware & Equipmen"
"3185588Z US Equity","KGP Telecommunications Inc","US","#N/A N/A"
"8081 JP Equity","Kanaden Corp","JP","Capital Goods"
"BHGE US Equity","Baker Hughes a GE Co","US","Energy"
"7433 JP Equity","Hakuto Co Ltd","JP","Technology Hardware & Equipmen"
"6448 JP Equity","Brother Industries Ltd","JP","Technology Hardware & Equipmen"
"2301 TT Equity","Lite-On Technology Corp","TW","Technology Hardware & Equipmen"
"3352Z US Equity","United States of America","US","#N/A N/A"
"6440 JP Equity","Juki Corp","JP","Capital Goods"
"DOV US Equity","Dover Corp","US","Capital Goods"
"522 HK Equity","ASM Pacific Technology Ltd","HK","Semiconductors & Semiconductor"
"7270 JP Equity","Subaru Corp","JP","Automobiles & Components"
"7202 JP Equity","Isuzu Motors Ltd","JP","Automobiles & Components"
"TGT US Equity","Target Corp","US","Retailing"
"6952 JP Equity","Casio Computer Co Ltd","JP","Consumer Durables & Apparel"
"6839 JP Equity","Funai Electric Co Ltd","JP","Consumer Durables & Apparel"
"ZUJIKZ JP Equity","Fujikoshi Machinery Corp","JP","#N/A N/A"
"GME US Equity","GameStop Corp","US","Retailing"
"8159 JP Equity","Tachibana Eletech Co Ltd","JP","Technology Hardware & Equipmen"
"7467 JP Equity","Hagiwara Electric Holdings Co Ltd","JP","Technology Hardware & Equipmen"
"2760 JP Equity","Tokyo Electron Device Ltd","JP","Technology Hardware & Equipmen"
"ERAA IJ Equity","Erajaya Swasembada Tbk PT","ID","Technology Hardware & Equipmen"
"213500 KS Equity","Hansol Paper Co Ltd","KR","Materials"
"025750 KS Equity","Hansol HomeDeco Co Ltd","KR","Materials"
"095500 KS Equity","MNTech Co Ltd","KR","Materials"
"221610 KS Equity","Hansol CNP Co Ltd","KR","Materials"
"3861 JP Equity","Oji Holdings Corp","JP","Materials"
"2914 JP Equity","Japan Tobacco Inc","JP","Food, Beverage & Tobacco"
"4901 JP Equity","FUJIFILM Holdings Corp","JP","Technology Hardware & Equipmen"
"7779048Z TT Equity","National Yang-Ming University","TW","#N/A N/A"
"7815201Z TT Equity","National Tsing Hua University","TW","#N/A N/A"
"2841 TT Equity","Taiwan Land Development Corp","TW","Real Estate"
"002306 CH Equity","Cloud Live Technology Group Co Ltd","CN","Consumer Services"
"DLC VN Equity","Can Tho Tourist JSC","VN","#N/A N/A"
"3071 JP Equity","Stream Co Ltd","JP","Retailing"
"2730 JP Equity","EDION Corp","JP","Retailing"
"3048 JP Equity","Bic Camera Inc","JP","Retailing"
"1049913D JP Equity","Xtrillion Inc","JP","#N/A N/A"
"5731197Z JP Equity","Propia KK","JP","#N/A N/A"
"PCAR US Equity","PACCAR Inc","US","Capital Goods"
"000626 CH Equity","Grand Industrial Holding Group Co Ltd","CN","Capital Goods"
"AD NA Equity","Koninklijke Ahold Delhaize NV","NL","Food & Staples Retailing"
"2204 TT Equity","China Motor Corp","TW","Automobiles & Components"
"7451 JP Equity","Mitsubishi Shokuhin Co Ltd","JP","Food & Staples Retailing"
"MKS LN Equity","Marks & Spencer Group PLC","GB","Retailing"
"TSCO LN Equity","Tesco PLC","GB","Food & Staples Retailing"
"SYY US Equity","Sysco Corp","US","Food & Staples Retailing"
"139480 KS Equity","E-MART Inc","KR","Food & Staples Retailing"
"CA FP Equity","Carrefour SA","FR","Food & Staples Retailing"
"KR US Equity","Kroger Co/The","US","Food & Staples Retailing"
"ACI US Equity","Albertsons Cos Inc","US","Food & Staples Retailing"
"M US Equity","Macy's Inc","US","Retailing"
"KSS US Equity","Kohl's Corp","US","Retailing"
"1002Z GR Equity","REWE-Handelsgruppe Gmbh","DE","#N/A N/A"
"LOW US Equity","Lowe's Cos Inc","US","Retailing"
"HD US Equity","Home Depot Inc/The","US","Retailing"
"PUM GR Equity","Puma SE","DE","Consumer Durables & Apparel"
"1366222D CH Equity","Taikang Asset Management Co Ltd","CN","#N/A N/A"
"000572 CH Equity","Haima Automobile Co Ltd","CN","Automobiles & Components"
"0858968D CH Equity","Cancer Hospital & Cancer Institute Chinese Academy of Medical Sciences","CN","#N/A N/A"
"600061 CH Equity","SDIC Capital Co Ltd","CN","Diversified Financials"
"7752 JP Equity","Ricoh Co Ltd","JP","Technology Hardware & Equipmen"
"6586 JP Equity","Makita Corp","JP","Capital Goods"
"9432 JP Equity","Nippon Telegraph & Telephone Corp","JP","Telecommunication Services"
"FP FP Equity","TOTAL SA","FR","Energy"
"8206440Z LN Equity","United Kingdom of Great Britain & Northern Ireland Ministry of Defence","GB","#N/A N/A"
"BIDU US Equity","Baidu Inc","CN","Media & Entertainment"
"DE US Equity","Deere & Co","US","Capital Goods"
"CVS US Equity","CVS Health Corp","US","Health Care Equipment & Servic"
"8282 JP Equity","K's Holdings Corp","JP","Retailing"
"9437 JP Equity","NTT DOCOMO Inc","JP","Telecommunication Services"
"4768 JP Equity","Otsuka Corp","JP","Software & Services"
"2719 JP Equity","Kitamura Co Ltd","JP","Retailing"
"ULTA US Equity","Ulta Beauty Inc","US","Retailing"
"JCP US Equity","JC Penney Co Inc","US","Retailing"
"1082Z SM Equity","El Corte Ingles SA","ES","#N/A N/A"
"211642Z FP Equity","Auchan Holding SADIR","FR","#N/A N/A"
"WBA US Equity","Walgreens Boots Alliance Inc","US","Food & Staples Retailing"
"NSIT US Equity","Insight Enterprises Inc","US","Technology Hardware & Equipmen"
"CCC LN Equity","Computacenter PLC","GB","Software & Services"
"KGF LN Equity","Kingfisher PLC","GB","Retailing"
"WAIR US Equity","Wesco Aircraft Holdings Inc","US","Capital Goods"
"1722 JP Equity","Misawa Homes Co Ltd","JP","Consumer Durables & Apparel"
"PUSH US Equity","Publix Super Markets Inc","US","Food & Staples Retailing"
"CAH US Equity","Cardinal Health Inc","US","Health Care Equipment & Servic"
"HNAGRZ CH Equity","HNA Group Co Ltd","CN","#N/A N/A"
"1287361D CH Equity","Hainan Yijian Technology Holding Co Ltd","CN","#N/A N/A"
"600221 CH Equity","Hainan Airlines Holding Co Ltd","CN","Transportation"
"000564 CH Equity","CCOOP Group Co Ltd","CN","Retailing"
"DTC SJ Equity","DataTec Ltd","ZA","Technology Hardware & Equipmen"
"TRUE TB Equity","True Corp PCL","TH","Telecommunication Services"
"002230 CH Equity","Iflytek Co Ltd","CN","Software & Services"
"000066 CH Equity","China Greatwall Technology Group Co Ltd","CN","Technology Hardware & Equipmen"
"DC/ LN Equity","Dixons Carphone PLC","GB","Retailing"
"IBE SM Equity","Iberdrola SA","ES","Utilities"
"BNR GR Equity","Brenntag AG","DE","Capital Goods"
"JASO US Equity","JA Solar Holdings Co Ltd","CN","Semiconductors & Semiconductor"
"HQCL US Equity","Hanwha Q CELLS Co Ltd","KR","Semiconductors & Semiconductor"
"ROG SW Equity","Roche Holding AG","CH","Pharmaceuticals, Biotechnology"
"7789944Z JP Equity","Asahi Sho-Ko-Sha Co Ltd","JP","#N/A N/A"
"RB/ LN Equity","Reckitt Benckiser Group PLC","GB","Household & Personal Products"
"TKCHMZ KS Equity","Taekyung Chemical Corp","KR","#N/A N/A"
"300040 CH Equity","Harbin Jiuzhou Electric Co Ltd","CN","Capital Goods"
"601607 CH Equity","Shanghai Pharmaceuticals Holding Co Ltd","CN","Health Care Equipment & Servic"
"CHMA US Equity","Chiasma Inc","US","Pharmaceuticals, Biotechnology"
"MGEN US Equity","Miragen Therapeutics Inc","US","Pharmaceuticals, Biotechnology"
"001630 KS Equity","Chongkundang Holdings Corp","KR","Pharmaceuticals, Biotechnology"
"1788 TT Equity","Hi-Clearance Inc","TW","Health Care Equipment & Servic"
"ASII IJ Equity","Astra International Tbk PT","ID","Automobiles & Components"
"AN US Equity","AutoNation Inc","US","Retailing"
"HTZ US Equity","Hertz Global Holdings Inc","US","Transportation"
"GPI US Equity","Group 1 Automotive Inc","US","Retailing"
"CAR US Equity","Avis Budget Group Inc","US","Transportation"
"LAD US Equity","Lithia Motors Inc","US","Retailing"
"857 HK Equity","PetroChina Co Ltd","CN","Energy"
"RNO FP Equity","Renault SA","FR","Automobiles & Components"
"051900 KS Equity","LG Household & Health Care Ltd","KR","Household & Personal Products"
"ABI BB Equity","Anheuser-Busch InBev SA/NV","BE","Food, Beverage & Tobacco"
"NKE US Equity","NIKE Inc","US","Consumer Durables & Apparel"
"065530 KS Equity","KRTnet Corp","KR","Telecommunication Services"
"002380 KS Equity","KCC Corp","KR","Capital Goods"
"003490 KS Equity","Korean Air Lines Co Ltd","KR","Transportation"
"7537004Z TI Equity","Koctas Yapi Marketleri Ticaret AS","TR","#N/A N/A"
"YKBNK TI Equity","Yapi ve Kredi Bankasi AS","TR","Banks"
"009540 KS Equity","Korea Shipbuilding & Offshore Engineering Co Ltd","KR","Capital Goods"
"306200 KS Equity","SeAH Steel Corp","KR","Materials"
"002094 CH Equity","Qingdao Kingking Applied Chemistry Co Ltd","CN","Household & Personal Products"
"178 HK Equity","Sa Sa International Holdings Ltd","HK","Retailing"
"108670 KS Equity","LG Hausys Ltd","KR","Capital Goods"
"053210 KS Equity","KT Skylife Co Ltd","KR","Media & Entertainment"
"1712194D MK Equity","Pengerang Refining Co Sdn Bhd","MY","#N/A N/A"
"PET MK Equity","Petroliam Nasional Bhd","MY","#N/A N/A"
"0186370D JP Equity","National Federation of Agricultural Cooperative Associations","JP","#N/A N/A"
"3357 TT Equity","TAI-TECH Advanced Electronics Co Ltd","TW","Technology Hardware & Equipmen"
"600104 CH Equity","SAIC Motor Corp Ltd","CN","Automobiles & Components"
"131861Z AB Equity","Saudi Arabian Oil Co","SA","#N/A N/A"
"SRE US Equity","Sempra Energy","US","Utilities"
"0820508D US Equity","Golden Pass Products LLC","US","#N/A N/A"
"015760 KS Equity","Korea Electric Power Corp","KR","Utilities"
"0341557D KS Equity","Etec E&C Ltd","KR","#N/A N/A"
"016250 KS Equity","e Tec E&C Ltd","KR","Capital Goods"
"8306 JP Equity","Mitsubishi UFJ Financial Group Inc","JP","Banks"
"9433 JP Equity","KDDI Corp","JP","Telecommunication Services"
"4689 JP Equity","Yahoo Japan Corp","JP","Media & Entertainment"
"4755 JP Equity","Rakuten Inc","JP","Retailing"
"JSTL IN Equity","JSW Steel Ltd","IN","Materials"
"SO US Equity","Southern Co/The","US","Utilities"
"9983 JP Equity","Fast Retailing Co Ltd","JP","Retailing"
"7205 JP Equity","Hino Motors Ltd","JP","Capital Goods"
"010950 KS Equity","S-Oil Corp","KR","Energy"
"5110 JP Equity","Sumitomo Rubber Industries Ltd","JP","Automobiles & Components"
"1403191D KS Equity","SK Tri Chem Co Ltd","KR","#N/A N/A"
"GWW US Equity","WW Grainger Inc","US","Capital Goods"
"BA/ LN Equity","BAE Systems PLC","GB","Capital Goods"
"MSIL IN Equity","Maruti Suzuki India Ltd","IN","Automobiles & Components"
"INCH LN Equity","Inchcape PLC","GB","Retailing"
"PAG US Equity","Penske Automotive Group Inc","US","Retailing"
"GMB MK Equity","Gas Malaysia Bhd","MY","Utilities"
"MLK MK Equity","Malakoff Corp Bhd","MY","Utilities"
"PTG MK Equity","Petronas Gas Bhd","MY","Utilities"
"6146 TT Equity","Sporton International Inc","TW","Commercial & Professional Serv"
"293 HK Equity","Cathay Pacific Airways Ltd","HK","Transportation"
"9202 JP Equity","ANA Holdings Inc","JP","Transportation"
"UAL US Equity","United Airlines Holdings Inc","US","Transportation"
"AL US Equity","Air Lease Corp","US","Capital Goods"
"DAL US Equity","Delta Air Lines Inc","US","Transportation"
"SIA SP Equity","Singapore Airlines Ltd","SG","Transportation"
"670 HK Equity","China Eastern Airlines Corp Ltd","CN","Transportation"
"105701Z QD Equity","Qatar Airways QCSC","QA","#N/A N/A"
"TPIA IJ Equity","Chandra Asri Petrochemical Tbk PT","ID","Materials"
"BRPT IJ Equity","Barito Pacific Tbk PT","ID","Materials"
"LXS GR Equity","LANXESS AG","DE","Materials"
"TX US Equity","Ternium SA","LU","Materials"
"1401646D SS Equity","Volvo Car AB","SE","#N/A N/A"
"AF FP Equity","Air France-KLM","FR","Transportation"
"SAS SS Equity","SAS AB","SE","Transportation"
"KLK MK Equity","Kuala Lumpur Kepong Bhd","MY","Food, Beverage & Tobacco"
"HERO IJ Equity","Hero Supermarket Tbk PT","ID","Food & Staples Retailing"
"KBLI IJ Equity","KMI Wire & Cable Tbk PT","ID","Capital Goods"
"6124 TT Equity","Yeh-Chiang Technology Corp","TW","Capital Goods"
"8002 JP Equity","Marubeni Corp","JP","Capital Goods"
"0007488D US Equity","Formosa Plastics Corp USA","US","#N/A N/A"
"PSX US Equity","Phillips 66","US","Energy"
"7826 JP Equity","Furuya Metal Co Ltd","JP","Semiconductors & Semiconductor"
"CAT US Equity","Caterpillar Inc","US","Capital Goods"
"007590 KS Equity","Dongbang Agro Co","KR","Materials"
"002100 KS Equity","Kyung Nong Corp","KR","Materials"
"131400 KS Equity","Advanced Circuit Technology Co Ltd","KR","Technology Hardware & Equipmen"
"HTL VN Equity","Truong Long Engineering and Auto JSC","VN","Retailing"
"PLN IJ Equity","Perusahaan Listrik Negara PT","ID","#N/A N/A"
"GJTL IJ Equity","Gajah Tunggal Tbk PT","ID","Automobiles & Components"
"2308 TT Equity","Delta Electronics Inc","TW","Technology Hardware & Equipmen"
"7537772Z US Equity","Aavid Thermalloy LLC","US","#N/A N/A"
"2292 JP Equity","S Foods Inc","JP","Food, Beverage & Tobacco"
"005610 KS Equity","SPC Samlip Co Ltd","KR","Food, Beverage & Tobacco"
"ADMG IJ Equity","Polychem Indonesia Tbk PT","ID","Materials"
"5108 JP Equity","Bridgestone Corp","JP","Automobiles & Components"
"1322Z KS Equity","National Agricultural Cooperative Federation","KR","#N/A N/A"
"0619809D KS Equity","Suh Young Corp","KR","#N/A N/A"
"TS4 VN Equity","Seafood JSC No 4","VN","Food, Beverage & Tobacco"
"3576 TT Equity","United Renewable Energy Co Ltd/Taiwan","TW","Semiconductors & Semiconductor"
"4944 TT Equity","Crystalwise Technology Inc","TW","Semiconductors & Semiconductor"
"6511 TT Equity","Ablytek Co Ltd","TW","Semiconductors & Semiconductor"
"0792164D TT Equity","AUO Crystal Corp","TW","#N/A N/A"
"3519 TT Equity","Green Energy Technology Inc","TW","Semiconductors & Semiconductor"
"UTCSLZ TT Equity","Utech Solar Corp","TW","#N/A N/A"
"0655765D TT Equity","Gredmann Taiwan Ltd","TW","#N/A N/A"
"002309 CH Equity","Jiangsu Zhongli Group Co Ltd","CN","Capital Goods"
"SUNSZ TT Equity","Sunshine PV Corp","TW","#N/A N/A"
"TEKS MK Equity","Tek Seng Holdings Bhd","MY","Materials"
"8261 TT Equity","Advanced Power Electronics Corp","TW","Semiconductors & Semiconductor"
"7912649Z JP Equity","Yamabun Co Ltd","JP","#N/A N/A"
"1369818D US Equity","AM/NS Calvert LLC","US","#N/A N/A"
"0249635D SM Equity","Gonvarri Steel Services","ES","#N/A N/A"
"ABG US Equity","Asbury Automotive Group Inc","US","Retailing"
"032750 KS Equity","Samjin Co Ltd","KR","Consumer Durables & Apparel"
"300354 CH Equity","Donghua Testing Technology Co Ltd","CN","Technology Hardware & Equipmen"
"000210 KS Equity","Daelim Industrial Co Ltd","KR","Capital Goods"
"025100 KF Equity","POSCO Engineering & Construction Co Ltd","KR","#N/A N/A"
"298020 KS Equity","Hyosung TNC Co Ltd","KR","Consumer Durables & Apparel"
"8001 JP Equity","ITOCHU Corp","JP","Capital Goods"
"144620 KS Equity","Kolon Material Co Ltd","KR","Consumer Durables & Apparel"
"2317343Z UH Equity","Abu Dhabi Oil Refining Co","AE","#N/A N/A"
"1542063D MK Equity","PRPC Polymers Sdn Bhd","MY","#N/A N/A"
"0795346D KS Equity","Cheonan Environment Energy Co Ltd","KR","#N/A N/A"
"101390 KS Equity","IM Co Ltd","KR","Technology Hardware & Equipmen"
"091700 KS Equity","Partron Co Ltd","KR","Technology Hardware & Equipmen"
"047310 KS Equity","Power Logics Co Ltd","KR","Semiconductors & Semiconductor"
"NIKI1 IE Equity","National Investment Co of Iran","IR","#N/A N/A"
"AKE FP Equity","Arkema SA","FR","Materials"
"000810 KS Equity","Samsung Fire & Marine Insurance Co Ltd","KR","Insurance"
"344430Z IJ Equity","United Can Co Ltd PT","ID","#N/A N/A"
"6083190Z IJ Equity","Indonesia Multi Colour Printing Pt","ID","#N/A N/A"
"008770 KS Equity","Hotel Shilla Co Ltd","KR","Retailing"
"6445 TT Equity","MD Biomedical Inc","TW","Health Care Equipment & Servic"
"211270 KS Equity","Asia Pacific Satellite Inc","KR","Technology Hardware & Equipmen"
"002232 CH Equity","Qiming Information Technology Co Ltd","CN","Software & Services"
"1728 HK Equity","China ZhengTong Auto Services Holdings Ltd","CN","Retailing"
"SAH US Equity","Sonic Automotive Inc","US","Retailing"
"CVX US Equity","Chevron Corp","US","Energy"
"EQT US Equity","EQT Corp","US","Energy"
"ET US Equity","Energy Transfer LP","US","Energy"
"KMI US Equity","Kinder Morgan Inc/DE","US","Energy"
"CTL US Equity","CenturyLink Inc","US","Telecommunication Services"
"603825 CH Equity","Hylink Digital Solution Co Ltd","CN","Media & Entertainment"
"002400 CH Equity","Guangdong Advertising Group Co Ltd","CN","Media & Entertainment"
"CMCM US Equity","Cheetah Mobile Inc","CN","Software & Services"
"047040 KS Equity","Daewoo Engineering & Construction Co Ltd","KR","Capital Goods"
"EMR US Equity","Emerson Electric Co","US","Capital Goods"
"014820 KS Equity","Dongwon Systems Corp","KR","Materials"
"DAEJEZ TT Equity","Daejeo Construction Co Ltd","KR","#N/A N/A"
"0993498D KS Equity","Kangnung Construction Co Ltd","KR","#N/A N/A"
"1319243D KS Equity","Korea Nexlene Co","KR","#N/A N/A"
"071320 KS Equity","Korea District Heating Corp","KR","Utilities"
"1068892D KS Equity","SK Advanced Co Ltd","KR","#N/A N/A"
"009410 KS Equity","Taeyoung Engineering & Construction Co Ltd","KR","Capital Goods"
"BAYN GR Equity","Bayer AG","DE","Pharmaceuticals, Biotechnology"
"UNVR US Equity","Univar Inc","US","Capital Goods"
"BRQS US Equity","Borqs Technologies Inc","CN","Technology Hardware & Equipmen"
"000971 CH Equity","Gosun Holding Co Ltd","CN","Software & Services"
"002238 CH Equity","Shenzhen Topway Video Communication Co Ltd","CN","Media & Entertainment"
"300310 CH Equity","Eastone Century Technology Co Ltd","CN","Software & Services"
"82 HK Equity","V1 Group Ltd","CN","Media & Entertainment"
"8 HK Equity","PCCW Ltd","HK","Telecommunication Services"
"KPN NA Equity","Koninklijke KPN NV","NL","Telecommunication Services"
"RIPLEY CI Equity","Ripley Corp SA","CL","Retailing"
"BITA US Equity","Bitauto Holdings Ltd","CN","Media & Entertainment"
"TOUR US Equity","Tuniu Corp","CN","Consumer Services"
"1396778D CH Equity","Dada Nexus Ltd","CN","#N/A N/A"
"601933 CH Equity","Yonghui Superstores Co Ltd","CN","Food & Staples Retailing"
"0745753D CH Equity","Suning Real Estate Group Co Ltd","CN","#N/A N/A"
"1412735D CH Equity","Suning Holdings Group Co Ltd","CN","#N/A N/A"
"1368748D CH Equity","Suning Appliance Group Co Ltd","CN","#N/A N/A"
"TVSL IN Equity","TVS Motor Co Ltd","IN","Automobiles & Components"
"SF IN Equity","Sundram Fasteners Ltd","IN","Automobiles & Components"
"WHL IN Equity","Wheels India Ltd","IN","Automobiles & Components"
"1449830D IN Equity","International Money Matters Pvt Ltd","IN","#N/A N/A"
"6840 JP Equity","AKIBA Holding Co Ltd","JP","Technology Hardware & Equipmen"
"8154 JP Equity","Kaga Electronics Co Ltd","JP","Technology Hardware & Equipmen"
"1381054D MP Equity","MultiChoice Africa Ltd","MU","#N/A N/A"
"ACWGFZ CH Equity","Guangdong Cablecasting Network Co Ltd","CN","#N/A N/A"
"1494513D CH Equity","Chenzhou Gaoshi Weiye Real Estate Development Co Ltd","CN","#N/A N/A"
"603385 CH Equity","Huida Sanitary Ware Co Ltd","CN","Capital Goods"
"IR US Equity","Ingersoll-Rand PLC","US","Capital Goods"
"MXIM US Equity","Maxim Integrated Products Inc","US","Semiconductors & Semiconductor"
"7779104Z JP Equity","Ube-Mitsubishi Cement Corp","JP","#N/A N/A"
"CNXN US Equity","PC Connection Inc","US","Technology Hardware & Equipmen"
"CCET TB Equity","Cal-Comp Electronics Thailand PCL","TH","Technology Hardware & Equipmen"
"600703 CH Equity","Sanan Optoelectronics Co Ltd","CN","Semiconductors & Semiconductor"
"601012 CH Equity","LONGi Green Energy Technology Co Ltd","CN","Semiconductors & Semiconductor"
"002185 CH Equity","Tianshui Huatian Technology Co Ltd","CN","Semiconductors & Semiconductor"
"002156 CH Equity","TongFu Microelectronics Co Ltd","CN","Semiconductors & Semiconductor"
"600460 CH Equity","Hangzhou Silan Microelectronics Co Ltd","CN","Semiconductors & Semiconductor"
"3601 TT Equity","Coretek Opto Corp","TW","Technology Hardware & Equipmen"
"300593 CH Equity","Suplet Power Co Ltd","CN","Capital Goods"
"6403 TT Equity","AcSIP Technology Corp","TW","Technology Hardware & Equipmen"
"LLUB SL Equity","Chevron Lubricants Lanka PLC","LK","Materials"
"CMPP IJ Equity","AirAsia Indonesia Tbk PT","ID","Transportation"
"0622372D CH Equity","Beijing Benz Automotive Co Ltd","CN","#N/A N/A"
"ARMK US Equity","Aramark","US","Consumer Services"
"5272 TT Equity","AMICCOM Electronics Corp","TW","Semiconductors & Semiconductor"
"DBHN GR Equity","Deutsche Bahn AG","DE","#N/A N/A"
"EDF FP Equity","Electricite de France SA","FR","Utilities"
"SIEM IN Equity","Siemens Ltd","IN","Capital Goods"
"0959738D LN Equity","United Kingdom Department for Work and Pensions","GB","#N/A N/A"
"3219738Z LN Equity","National Savings & Investments","GB","#N/A N/A"
"STAN LN Equity","Standard Chartered PLC","GB","Banks"
"NAV US Equity","Navistar International Corp","US","Capital Goods"
"VOLVB SS Equity","Volvo AB","SE","Capital Goods"
"6113 TT Equity","ASEC International Corp","TW","Technology Hardware & Equipmen"
"8054 TT Equity","Alcor Micro Corp/Taiwan","TW","Semiconductors & Semiconductor"
"3071 TT Equity","Adda Corp","TW","Technology Hardware & Equipmen"
"3033 TT Equity","Weikeng Industrial Co Ltd","TW","Technology Hardware & Equipmen"
"2475 TT Equity","Chunghwa Picture Tubes Ltd","TW","Technology Hardware & Equipmen"
"1816 HK Equity","CGN Power Co Ltd","CN","Utilities"
"LIGT3 BZ Equity","Light SA","BR","Utilities"
"064350 KS Equity","Hyundai Rotem Co Ltd","KR","Capital Goods"
"010120 KS Equity","LS Industrial Systems Co Ltd","KR","Capital Goods"
"2376 TT Equity","Gigabyte Technology Co Ltd","TW","Technology Hardware & Equipmen"
"MTDL IJ Equity","Metrodata Electronics Tbk PT","ID","Technology Hardware & Equipmen"
"FB US Equity","Facebook Inc","US","Media & Entertainment"
"0667229D IJ Equity","Packet Systems Indonesia PT","ID","#N/A N/A"
"3382 JP Equity","Seven & i Holdings Co Ltd","JP","Food & Staples Retailing"
"YUM US Equity","Yum! Brands Inc","US","Consumer Services"
"DLTR US Equity","Dollar Tree Inc","US","Retailing"
"TIT IM Equity","Telecom Italia SpA/Milano","IT","Telecommunication Services"
"COLR BB Equity","Colruyt SA","BE","Food & Staples Retailing"
"0868565D JP Equity","INO Japan Co Ltd","JP","#N/A N/A"
"108320 KS Equity","Silicon Works Co Ltd","KR","Semiconductors & Semiconductor"
"3150 TT Equity","Syncomm Technology Corp","TW","Semiconductors & Semiconductor"
"039870 KS Equity","PK Ltd","KR","#N/A N/A"
"3592 TT Equity","Raydium Semiconductor Corp","TW","Semiconductors & Semiconductor"
"3545 TT Equity","FocalTech Systems Co Ltd","TW","Semiconductors & Semiconductor"
"6462 TT Equity","Egis Technology Inc","TW","Technology Hardware & Equipmen"
"2344 TT Equity","Winbond Electronics Corp","TW","Semiconductors & Semiconductor"
"2337 TT Equity","Macronix International","TW","Semiconductors & Semiconductor"
"2436 TT Equity","Weltrend Semiconductor","TW","Semiconductors & Semiconductor"
"000536 CH Equity","CPT Technology Group Co Ltd","CN","Technology Hardware & Equipmen"
"6172 TT Equity","Billionton Systems Inc","TW","Technology Hardware & Equipmen"
"6241 TT Equity","Amigo Technology Inc","TW","Technology Hardware & Equipmen"
"2799 HK Equity","China Huarong Asset Management Co Ltd","CN","Diversified Financials"
"BPEZ CH Equity","Beijing Peony Electric","CN","#N/A N/A"
"300303 CH Equity","Shenzhen Jufei Optoelectronics Co Ltd","CN","Semiconductors & Semiconductor"
"300241 CH Equity","Shenzhen Refond Optoelectronics Co Ltd","CN","Semiconductors & Semiconductor"
"1386206D CH Equity","Zhejiang MTCN Technology Co Ltd","CN","#N/A N/A"
"002358 CH Equity","Henan Senyuan Electric Co Ltd","CN","Capital Goods"
"122990 KS Equity","WiSoL Co Ltd","KR","Technology Hardware & Equipmen"
"IJAIZZ CH Equity","Beijing Hyundai Motor Co Corp","CN","#N/A N/A"
