"ticker","id","country","type_label"
"003240 KS Equity","Taekwang Industrial Co Ltd","KR","Materials"
"ABSJDZ CH Equity","Hengli Group Co Ltd","CN","#N/A N/A"
"7868513Z KS Equity","Samnam Petrochemical Co Ltd","KR","#N/A N/A"
"1390476D KS Equity","Kolon BASF innoPOM Inc","KR","#N/A N/A"
"6770 JP Equity","Alps Alpine Co Ltd","JP","Technology Hardware & Equipmen"
"030200 KS Equity","KT Corp","KR","Telecommunication Services"
"078930 KS Equity","GS Holdings Corp","KR","Energy"
"006360 KS Equity","GS Engineering & Construction Corp","KR","Capital Goods"
"001250 KS Equity","GS Global Corp","KR","Capital Goods"
"037640 KF Equity","GS Entec Corp","KR","#N/A N/A"
"KBR US Equity","KBR Inc","US","Software & Services"
"2805 JP Equity","S&B Foods Inc","JP","Food, Beverage & Tobacco"
"KCHOL TI Equity","KOC Holding AS","TR","Capital Goods"
"ST US Equity","Sensata Technologies Holding PLC","US","Capital Goods"
"SPG SJ Equity","Super Group Ltd/South Africa","ZA","Retailing"
"047050 KS Equity","Posco International Corp","KR","Capital Goods"
"0119878D AU Equity","Roy Hill Holdings Pty Ltd","AU","#N/A N/A"
"003670 KS Equity","POSCO Chemical Co Ltd","KR","Materials"
"022100 KS Equity","Posco ICT Co Ltd","KR","Software & Services"
"8113 JP Equity","Unicharm Corp","JP","Household & Personal Products"
"COTY US Equity","Coty Inc","US","Household & Personal Products"
"000720 KS Equity","Hyundai Engineering & Construction Co Ltd","KR","Capital Goods"
"058850 KS Equity","KTCS Corp","KR","Commercial & Professional Serv"
"058860 KS Equity","Ktis Corp","KR","Commercial & Professional Serv"
"031310 KS Equity","Eyesvision Corp","KR","Technology Hardware & Equipmen"
"0602706D KS Equity","Shinheung Telecom Co Ltd","KR","#N/A N/A"
"017670 KS Equity","SK Telecom Co Ltd","KR","Telecommunication Services"
"6330 JP Equity","Toyo Engineering Corp","JP","Capital Goods"
"8155 JP Equity","Mimasu Semiconductor Industry Co Ltd","JP","Semiconductors & Semiconductor"
"4992 JP Equity","Hokko Chemical Industry Co Ltd","JP","Materials"
"5434 TT Equity","Topco Scientific Co Ltd","TW","Semiconductors & Semiconductor"
"CR US Equity","Crane Co","US","Capital Goods"
"MDR US Equity","McDermott International Inc","US","Energy"
"104460 KS Equity","Dong Yang P&F Co Ltd","KR","Capital Goods"
"2327 JP Equity","NS Solutions Corp","JP","Software & Services"
"METSO FH Equity","Metso Oyj","FI","Capital Goods"
"8036 JP Equity","Hitachi High-Technologies Corp","JP","Technology Hardware & Equipmen"
"5101 JP Equity","Yokohama Rubber Co Ltd/The","JP","Automobiles & Components"
"TDY US Equity","Teledyne Technologies Inc","US","Capital Goods"
"LMI LN Equity","Lonmin PLC","ZA","Materials"
"PCHEM MK Equity","Petronas Chemicals Group Bhd","MY","Materials"
"SLB US Equity","Schlumberger Ltd","US","Energy"
"GBB FP Equity","Bourbon Corp","FR","Energy"
"FLS US Equity","Flowserve Corp","US","Capital Goods"
"DSY FP Equity","Dassault Systemes SE","FR","Software & Services"
"LT IN Equity","Larsen & Toubro Ltd","IN","Capital Goods"
"252980 KF Equity","Daeyoung C&E Co Ltd","KR","#N/A N/A"
"4427977Z IM Equity","Magaldi Power SpA","IT","#N/A N/A"
"1303493D KS Equity","Seokjin E&T Co Ltd","KR","#N/A N/A"
"VIO BB Equity","Viohalco SA","BE","Materials"
"163560 KS Equity","DRB Industrial Co Ltd","KR","Automobiles & Components"
"3824 JP Equity","Media Five Co","JP","Software & Services"
"TIETO FH Equity","Tieto Oyj","FI","Software & Services"
"SKFB SS Equity","SKF AB","SE","Capital Goods"
"CSTM US Equity","Constellium SE","FR","Materials"
"ALFA SS Equity","Alfa Laval AB","SE","Capital Goods"
"VSVS LN Equity","Vesuvius PLC","GB","Capital Goods"
"006650 KS Equity","Korea Petrochemical Ind Co Ltd","KR","Materials"
"8014 JP Equity","Chori Co Ltd","JP","Capital Goods"
"3105 JP Equity","Nisshinbo Holdings Inc","JP","Capital Goods"
"6810 JP Equity","Maxell Holdings Ltd","JP","Technology Hardware & Equipmen"
"5201 JP Equity","AGC Inc/Japan","JP","Capital Goods"
"PETROR AB Equity","Rabigh Refining & Petrochemical Co","SA","Energy"
"4221 JP Equity","Okura Industrial Co Ltd","JP","Materials"
"NUF AU Equity","Nufarm Ltd/Australia","AU","Materials"
"EXCC IN Equity","Excel Crop Care Ltd","IN","Materials"
"4205 JP Equity","Zeon Corp","JP","Materials"
"9107 JP Equity","Kawasaki Kisen Kaisha Ltd","JP","Transportation"
"ETN US Equity","Eaton Corp PLC","US","Capital Goods"
"7250 JP Equity","Pacific Industrial Co Ltd","JP","Automobiles & Components"
"7983 JP Equity","Miroku Corp","JP","Consumer Durables & Apparel"
"CDNS US Equity","Cadence Design Systems Inc","US","Software & Services"
"7241 JP Equity","Futaba Industrial Co Ltd","JP","Automobiles & Components"
"HON US Equity","Honeywell International Inc","US","Capital Goods"
"4996 JP Equity","Kumiai Chemical Industry Co Ltd","JP","Materials"
"6310 JP Equity","Iseki & Co Ltd","JP","Capital Goods"
"6316 JP Equity","Maruyama Manufacturing Co Inc","JP","Capital Goods"
"4995 JP Equity","Sankei Chemicals Co Ltd","JP","Materials"
"4760 TT Equity","Ample Electronic Technology Co Ltd","TW","#N/A N/A"
"SPR US Equity","Spirit AeroSystems Holdings Inc","US","Capital Goods"
"UTX US Equity","United Technologies Corp","US","Capital Goods"
"RR/ LN Equity","Rolls-Royce Holdings PLC","GB","Capital Goods"
"CQP US Equity","Cheniere Energy Partners LP","US","Energy"
"LNG US Equity","Cheniere Energy Inc","US","Energy"
"APC US Equity","Anadarko Petroleum Corp","US","Energy"
"PE US Equity","Parsley Energy Inc","US","Energy"
"IMO CN Equity","Imperial Oil Ltd","CA","Energy"
"PAA US Equity","Plains All American Pipeline LP","US","Energy"
"FLR US Equity","Fluor Corp","US","Capital Goods"
"SBMO NA Equity","SBM Offshore NV","NL","Energy"
"APA US Equity","Apache Corp","US","Energy"
"PXD US Equity","Pioneer Natural Resources Co","US","Energy"
"NBL US Equity","Noble Energy Inc","US","Energy"
"SDLP US Equity","Seadrill Partners LLC","GB","Energy"
"7278 JP Equity","Exedy Corp","JP","Automobiles & Components"
"TKA GR Equity","thyssenkrupp AG","DE","Materials"
"LNR CN Equity","Linamar Corp","CA","Automobiles & Components"
"KE US Equity","Kimball Electronics Inc","US","Technology Hardware & Equipmen"
"BELI FP Equity","Le Belier","FR","Materials"
"8076 JP Equity","Canox Corp","JP","Capital Goods"
"5992 JP Equity","Chuo Spring Co Ltd","JP","Automobiles & Components"
"LEG US Equity","Leggett & Platt Inc","US","Consumer Durables & Apparel"
"MSS IN Equity","Motherson Sumi Systems Ltd","IN","Automobiles & Components"
"5868490Z JP Equity","Shinko Nameplate Co Ltd","JP","#N/A N/A"
"CHUSEZ JP Equity","Chusei Gomu Co Ltd","JP","#N/A N/A"
"7269 JP Equity","Suzuki Motor Corp","JP","Automobiles & Components"
"JBM IN Equity","Jay Bharat Maruti Ltd","IN","Automobiles & Components"
"BSET IN Equity","Bharat Seats Ltd","IN","Automobiles & Components"
"VOW GR Equity","Volkswagen AG","DE","Automobiles & Components"
"BMW GR Equity","Bayerische Motoren Werke AG","DE","Automobiles & Components"
"TTMT IN Equity","Tata Motors Ltd","IN","Automobiles & Components"
"F US Equity","Ford Motor Co","US","Automobiles & Components"
"FCAU US Equity","Fiat Chrysler Automobiles NV","GB","Automobiles & Components"
"GM US Equity","General Motors Co","US","Automobiles & Components"
"UG FP Equity","Peugeot SA","FR","Automobiles & Components"
"7201 JP Equity","Nissan Motor Co Ltd","JP","Automobiles & Components"
"000270 KS Equity","Kia Motors Corp","KR","Automobiles & Components"
"1121Z IJ Equity","Astra Honda Motor PT","ID","#N/A N/A"
"0342799D IJ Equity","Isuzu Astra Motor Indonesia PT","ID","#N/A N/A"
"785037Z IJ Equity","GS Battery Indonesia PT","ID","#N/A N/A"
"7267 JP Equity","Honda Motor Co Ltd","JP","Automobiles & Components"
"3532 TT Equity","Formosa Sumco Technology Corp","TW","Semiconductors & Semiconductor"
"5711 JP Equity","Mitsubishi Materials Corp","JP","Materials"
"4238 JP Equity","Miraial Co Ltd","JP","Semiconductors & Semiconductor"
"5726 JP Equity","OSAKA Titanium Technologies Co Ltd","JP","Materials"
"4043 JP Equity","Tokuyama Corp","JP","Materials"
"1301 TT Equity","Formosa Plastics Corp","TW","Materials"
"FCX US Equity","Freeport-McMoRan Inc","US","Materials"
"CMMC CN Equity","Copper Mountain Mining Corp","CA","Materials"
"3401 JP Equity","Teijin Ltd","JP","Materials"
"6505 TT Equity","Formosa Petrochemical Corp","TW","Energy"
"1303 TT Equity","Nan Ya Plastics Corp","TW","Materials"
"INDY IJ Equity","Indika Energy Tbk PT","ID","Energy"
"SNC CN Equity","SNC-Lavalin Group Inc","CA","Capital Goods"
"ZBRA US Equity","Zebra Technologies Corp","US","Technology Hardware & Equipmen"
"GLEN LN Equity","Glencore PLC","CH","Materials"
"600273 CH Equity","Zhejiang Jiahua Energy Chemical Industry Co Ltd","CN","Materials"
"MCHP US Equity","Microchip Technology Inc","US","Semiconductors & Semiconductor"
"554427Z FH Equity","Luvata Oy","FI","#N/A N/A"
"2229 JP Equity","Calbee Inc","JP","Food, Beverage & Tobacco"
"2602 JP Equity","Nisshin Oillio Group Ltd/The","JP","Food, Beverage & Tobacco"
"2211 JP Equity","Fujiya Co Ltd","JP","Food, Beverage & Tobacco"
"2107 JP Equity","Toyo Sugar Refining Co Ltd","JP","Food, Beverage & Tobacco"
"INCO IJ Equity","Vale Indonesia Tbk PT","ID","Materials"
"3168 JP Equity","Kurotani Corp","JP","Materials"
"NIKL PM Equity","Nickel Asia Corp","PH","Materials"
"SSW US Equity","Seaspan Corp","HK","Transportation"
"5019 JP Equity","Idemitsu Kosan Co Ltd","JP","Energy"
"8058 JP Equity","Mitsubishi Corp","JP","Capital Goods"
"8053 JP Equity","Sumitomo Corp","JP","Capital Goods"
"064760 KS Equity","Tokai Carbon Korea Co Ltd","KR","Semiconductors & Semiconductor"
"001550 KS Equity","Chobi Co Ltd","KR","Materials"
"0153496D US Equity","Dow AgroSciences LLC","US","#N/A N/A"
"0185920D KS Equity","Hanwha Living & Creative Corp","KR","#N/A N/A"
"057050 KS Equity","Hyundai Home Shopping Network Corp","KR","Retailing"
"009830 KS Equity","Hanwha Chemical Corp","KR","Materials"
"ABFFRZ KS Equity","SI Flex Co Ltd","KR","#N/A N/A"
"5483 TT Equity","Sino-American Silicon Products Inc","TW","Semiconductors & Semiconductor"
"8255 TT Equity","Actron Technology Corp","TW","Automobiles & Components"
"103130 KS Equity","Woongjin Energy Co Ltd","KR","Semiconductors & Semiconductor"
"3561 TT Equity","Solartech Energy Corp","TW","Semiconductors & Semiconductor"
"2342 TT Equity","Mosel Vitelic Inc","TW","Semiconductors & Semiconductor"
"267250 KS Equity","Hyundai Heavy Industries Holdings Co Ltd","KR","Capital Goods"
"OCICPZ KS Equity","OCI Corp","KR","#N/A N/A"
"016880 KS Equity","Woongjin Co Ltd","KR","Capital Goods"
"095720 KS Equity","Woongjin Thinkbig Co Ltd","KR","Media & Entertainment"
"4402 TT Equity","Fu Ta Material Technology Co Ltd","TW","Consumer Durables & Apparel"
"1010 HK Equity","PacRay International Holdings","HK","Semiconductors & Semiconductor"
"2371 TT Equity","Tatung Co Ltd","TW","Consumer Durables & Apparel"
"3562 TT Equity","Tynsolar Corp","TW","Semiconductors & Semiconductor"
"MMM US Equity","3M Co","US","Capital Goods"
"1165 HK Equity","Shunfeng International Clean Energy Ltd","CN","Semiconductors & Semiconductor"
"VALE3 BZ Equity","Vale SA","BR","Materials"
"BHP AU Equity","BHP Group Ltd","AU","Materials"
"SXC US Equity","SunCoke Energy Inc","US","Materials"
"CMI US Equity","Cummins Inc","US","Capital Goods"
"MTOR US Equity","Meritor Inc","US","Capital Goods"
"DAN US Equity","Dana Inc","US","Automobiles & Components"
"WHR US Equity","Whirlpool Corp","US","Consumer Durables & Apparel"
"SWK US Equity","Stanley Black & Decker Inc","US","Capital Goods"
"ELUXB SS Equity","Electrolux AB","SE","Consumer Durables & Apparel"
"FBHS US Equity","Fortune Brands Home & Security Inc","US","Capital Goods"
"669 HK Equity","Techtronic Industries Co Ltd","HK","Capital Goods"
"MAS US Equity","Masco Corp","US","Capital Goods"
"SMG US Equity","Scotts Miracle-Gro Co/The","US","Materials"
"129260 KS Equity","Intergis Co Ltd","KR","Transportation"
"4217 JP Equity","Hitachi Chemical Co Ltd","JP","Materials"
"004000 KS Equity","LOTTE Fine Chemical Co Ltd","KR","Materials"
"096770 KS Equity","SK Innovation Co Ltd","KR","Energy"
"004800 KS Equity","Hyosung Corp","KR","Capital Goods"
"SCC TB Equity","Siam Cement PCL/The","TH","Materials"
"300604 CH Equity","Hangzhou Chang Chuan Technology Co Ltd","CN","Semiconductors & Semiconductor"
"208710 KS Equity","Biolog Device Co Ltd","KR","Technology Hardware & Equipmen"
"298040 KS Equity","Hyosung Heavy Industries Corp","KR","Capital Goods"
"TUB SM Equity","Tubacex SA","ES","Materials"
"012750 KS Equity","S-1 Corp","KR","Commercial & Professional Serv"
"0662861D KS Equity","Woolim Co Ltd","KR","#N/A N/A"
"000050 CH Equity","Tianma Microelectronics Co Ltd","CN","Technology Hardware & Equipmen"
"200725 CH Equity","BOE Technology Group Co Ltd","CN","Technology Hardware & Equipmen"
"012450 KS Equity","Hanwha Aerospace Co Ltd","KR","Capital Goods"
"BUENAVC1 PE Equity","Cia de Minas Buenaventura SAA","PE","Materials"
"LXFR US Equity","Luxfer Holdings PLC","GB","Capital Goods"
"600206 CH Equity","Grinm Advanced Materials Co Ltd","CN","Semiconductors & Semiconductor"
"OLN US Equity","Olin Corp","US","Materials"
"ENLC US Equity","EnLink Midstream LLC","US","Energy"
"AKZA NA Equity","Akzo Nobel NV","NL","Materials"
"TSE US Equity","Trinseo SA","US","Materials"
"GBF GR Equity","Bilfinger SE","DE","Commercial & Professional Serv"
"SAP GR Equity","SAP SE","DE","Software & Services"
"052690 KS Equity","KEPCO Engineering & Construction Co Inc","KR","Capital Goods"
"9810 JP Equity","Nippon Steel Trading Corp","JP","Capital Goods"
"TINS IJ Equity","Timah Tbk PT","ID","Materials"
"067280 KS Equity","Multicampus Corp","KR","Consumer Services"
"030000 KS Equity","Cheil Worldwide Inc","KR","Media & Entertainment"
"XLNX US Equity","Xilinx Inc","US","Semiconductors & Semiconductor"
"ADNT US Equity","Adient PLC","US","Automobiles & Components"
"FR FP Equity","Valeo SA","FR","Automobiles & Components"
"DY US Equity","Dycom Industries Inc","US","Capital Goods"
"GNRC US Equity","Generac Holdings Inc","US","Capital Goods"
"3231 TT Equity","Wistron Corp","TW","Technology Hardware & Equipmen"
"SBAC US Equity","SBA Communications Corp","US","Real Estate"
"PLT US Equity","Plantronics Inc","US","Technology Hardware & Equipmen"
"AVYA US Equity","Avaya Holdings Corp","US","Software & Services"
"DTE GR Equity","Deutsche Telekom AG","DE","Telecommunication Services"
"NESN SW Equity","Nestle SA","CH","Food, Beverage & Tobacco"
"3659 JP Equity","Nexon Co Ltd","JP","Media & Entertainment"
"3344642Z AB Equity","Kingdom of Saudi Arabia","SA","#N/A N/A"
"KAYAN AB Equity","Saudi Kayan Petrochemical Co","SA","Materials"
"SAFCO AB Equity","Saudi Arabian Fertilizer Co","SA","Materials"
"MAADEN AB Equity","Saudi Arabian Mining Co","SA","Materials"
"SMIN LN Equity","Smiths Group PLC","GB","Capital Goods"
"043880 KF Equity","SK Telink Co Ltd","KR","#N/A N/A"
"018670 KS Equity","SK Gas Ltd","KR","Energy"
"006120 KS Equity","SK Discovery Co Ltd","KR","Materials"
"BT/A LN Equity","BT Group PLC","GB","Telecommunication Services"
"011790 KS Equity","SKC Co Ltd","KR","Materials"
"057500 KS Equity","SKC Solmics Co Ltd","KR","Semiconductors & Semiconductor"
"001740 KS Equity","SK Networks Co Ltd","KR","Capital Goods"
"004980 KS Equity","Sungshin Cement Co Ltd","KR","Materials"
"003410 KS Equity","Ssangyong Cement Industrial Co Ltd","KR","Materials"
"ABFGJZ KS Equity","Samil Industry Co Ltd","KR","#N/A N/A"
"MND SJ Equity","Mondi Ltd","GB","Materials"
"YONGYZ KS Equity","Dong Yang Cast Iron Co Ltd","KR","#N/A N/A"
"1294749D SP Equity","SABIC SK Nexlene Co Pte Ltd","SG","#N/A N/A"
"036490 KS Equity","SK Materials Co Ltd","KR","Materials"
"0861383D KS Equity","Boryeong LNG Terminal Co Ltd","KR","#N/A N/A"
"079980 KS Equity","Huvis Corp","KR","Consumer Durables & Apparel"
"EPD US Equity","Enterprise Products Partners LP","US","Energy"
"PTTGC TB Equity","PTT Global Chemical PCL","TH","Materials"
"603160 CH Equity","Shenzhen Goodix Technology Co Ltd","CN","Semiconductors & Semiconductor"
"552 HK Equity","China Communications Services Corp Ltd","CN","Capital Goods"
"CNTELZ CH Equity","China Telecommunications Corp","CN","#N/A N/A"
"1810 HK Equity","Xiaomi Corp","CN","Technology Hardware & Equipmen"
"ADS GR Equity","adidas AG","DE","Consumer Durables & Apparel"
"814 HK Equity","Beijing Jingkelong Co Ltd","CN","Food & Staples Retailing"
"000333 CH Equity","Midea Group Co Ltd","CN","Consumer Durables & Apparel"
"8160670Z IN Equity","TVS Capital Funds Ltd","IN","#N/A N/A"
"2731881Z IN Equity","TVS Investments Ltd","IN","#N/A N/A"
"SDC IN Equity","Sundaram-Clayton Ltd","IN","Automobiles & Components"
"ANET US Equity","Arista Networks Inc","US","Technology Hardware & Equipmen"
"SREV US Equity","ServiceSource International Inc","US","Software & Services"
"3702 TT Equity","WPG Holdings Ltd","TW","Technology Hardware & Equipmen"
"1184 HK Equity","SAS Dragon Holdings Ltd","HK","Technology Hardware & Equipmen"
"0181504D HK Equity","Smart-Core International Co Ltd","HK","#N/A N/A"
"3048 TT Equity","Edom Technology Co Ltd","TW","Technology Hardware & Equipmen"
"3312 TT Equity","GMI Technology Inc","TW","Technology Hardware & Equipmen"
"3711 TT Equity","ASE Technology Holding Co Ltd","TW","Semiconductors & Semiconductor"
"131290 KS Equity","TSE Co Ltd","KR","Semiconductors & Semiconductor"
"AAUWZZ CH Equity","Shenyang Xinlixing Casting Factory","CN","#N/A N/A"
"1536214D CH Equity","Shenzhen Gaoshiweiye Venture Capital Co Ltd","CN","#N/A N/A"
"ACSOMZ CH Equity","Shenzhen Gospell Digital Technology Co Ltd","CN","#N/A N/A"
"SERL SP Equity","Serial System Ltd","SG","Technology Hardware & Equipmen"
"BRK/A US Equity","Berkshire Hathaway Inc","US","Diversified Financials"
"TSN US Equity","Tyson Foods Inc","US","Food, Beverage & Tobacco"
"KHC US Equity","Kraft Heinz Co/The","US","Food, Beverage & Tobacco"
"3033525Z US Equity","GLOBALFOUNDRIES Inc","US","#N/A N/A"
"002008 CH Equity","Han's Laser Technology Industry Group Co Ltd","CN","Capital Goods"
"601199 CH Equity","Jiangsu Jiangnan Water Co Ltd","CN","Utilities"
"6963 JP Equity","Rohm Co Ltd","JP","Semiconductors & Semiconductor"
"MTSI US Equity","MACOM Technology Solutions Holdings Inc","US","Semiconductors & Semiconductor"
"5852 JP Equity","Ahresty Corp","JP","Automobiles & Components"
"KLIC US Equity","Kulicke & Soffa Industries Inc","SG","Semiconductors & Semiconductor"
"8299 TT Equity","Phison Electronics Corp","TW","Semiconductors & Semiconductor"
"ALSN SW Equity","ALSO Holding AG","CH","Technology Hardware & Equipmen"
"AVT US Equity","Avnet Inc","US","Technology Hardware & Equipmen"
"5471 JP Equity","Daido Steel Co Ltd","JP","Materials"
"5801 JP Equity","Furukawa Electric Co Ltd","JP","Capital Goods"
"5991 JP Equity","NHK Spring Co Ltd","JP","Automobiles & Components"
"5659 JP Equity","Nippon Seisen Co Ltd","JP","Capital Goods"
"5484 JP Equity","Tohoku Steel Co Ltd","JP","Materials"
"8150 TT Equity","ChipMOS Technologies Inc","TW","Semiconductors & Semiconductor"
"AOSHIZ CH Equity","Aoshikang Precision Circuit Huizhou Co Ltd","CN","#N/A N/A"
"CAICPZ CH Equity","Aviation Industry Corp of China Ltd","CN","#N/A N/A"
"200026 CH Equity","Fiyta Holdings Ltd","CN","Consumer Durables & Apparel"
"PTC US Equity","PTC Inc","US","Software & Services"
"BJEHCZ CH Equity","Beijing Electronics Holding Co Ltd","CN","#N/A N/A"
"600658 CH Equity","Beijing Electronic Zone Investment and Development Co Ltd","CN","Real Estate"
"ASTI SP Equity","ASTI Holdings Ltd","SG","Semiconductors & Semiconductor"
"6273 JP Equity","SMC Corp/Japan","JP","Capital Goods"
"ARW US Equity","Arrow Electronics Inc","US","Technology Hardware & Equipmen"
"X US Equity","United States Steel Corp","US","Materials"
"AKS US Equity","AK Steel Holding Corp","US","Materials"
"2385 TT Equity","Chicony Electronics Co Ltd","TW","Technology Hardware & Equipmen"
"RIG US Equity","Transocean Ltd","US","Energy"
"BATS LN Equity","British American Tobacco PLC","GB","Food, Beverage & Tobacco"
"MRC US Equity","MRC Global Inc","US","Capital Goods"
"HFG LN Equity","Hilton Food Group PLC","GB","Food, Beverage & Tobacco"
"MDLZ US Equity","Mondelez International Inc","US","Food, Beverage & Tobacco"
"PDFS US Equity","PDF Solutions Inc","US","Semiconductors & Semiconductor"
"ATO FP Equity","Atos SE","FR","Software & Services"
"0388200D CH Equity","Shanghai Simgui Technology Co Ltd","CN","#N/A N/A"
"114570 KS Equity","G-SMATT GLOBAL Co Ltd","KR","Semiconductors & Semiconductor"
"INTT US Equity","inTEST Corp","US","Semiconductors & Semiconductor"
"101490 KS Equity","S&S Tech Corp","KR","Semiconductors & Semiconductor"
"JNPR US Equity","Juniper Networks Inc","US","Technology Hardware & Equipmen"
"OUT1V FH Equity","Outokumpu Oyj","FI","Materials"
"ERA FP Equity","Eramet","FR","Materials"
"CTS US Equity","CTS Corp","US","Technology Hardware & Equipmen"
"WWD US Equity","Woodward Inc","US","Capital Goods"
"1064Z MK Equity","Silterra Malaysia Sdn Bhd","MY","#N/A N/A"
"000990 KS Equity","DB HiTek Co Ltd","KR","Semiconductors & Semiconductor"
"6147 TT Equity","Chipbond Technology Corp","TW","Semiconductors & Semiconductor"
"2441 TT Equity","Greatek Electronics Inc","TW","Semiconductors & Semiconductor"
"SU FP Equity","Schneider Electric SE","FR","Capital Goods"
"036460 KS Equity","Korea Gas Corp","KR","Utilities"
"1811 HK Equity","CGN New Energy Holdings Co Ltd","HK","Utilities"
"HAS US Equity","Hasbro Inc","US","Consumer Durables & Apparel"
"TWTR US Equity","Twitter Inc","US","Media & Entertainment"
"TDC US Equity","Teradata Corp","US","Software & Services"
"7974 JP Equity","Nintendo Co Ltd","JP","Media & Entertainment"
"4334 JP Equity","Yuke's Co Ltd","JP","Media & Entertainment"
"008060 KS Equity","Daeduck Electronics Co","KR","Technology Hardware & Equipmen"
"8086 TT Equity","Advanced Wireless Semiconductor Co","TW","Semiconductors & Semiconductor"
"NVDA US Equity","NVIDIA Corp","US","Semiconductors & Semiconductor"
"6669 TT Equity","Wiwynn Corp","TW","Technology Hardware & Equipmen"
"IAC US Equity","IAC/InterActiveCorp","US","Media & Entertainment"
"ZNGA US Equity","Zynga Inc","US","Media & Entertainment"
"MLNX US Equity","Mellanox Technologies Ltd","IL","Semiconductors & Semiconductor"
"2347 TT Equity","Synnex Technology International Corp","TW","Technology Hardware & Equipmen"
"MO US Equity","Altria Group Inc","US","Food, Beverage & Tobacco"
"LCII US Equity","LCI Industries","US","Automobiles & Components"
"ARRS US Equity","ARRIS International PLC","US","Technology Hardware & Equipmen"
"CBS US Equity","CBS Corp","US","Media & Entertainment"
"1347 HK Equity","Hua Hong Semiconductor Ltd","CN","Semiconductors & Semiconductor"
"CCMP US Equity","Cabot Microelectronics Corp","US","Semiconductors & Semiconductor"
"012030 KS Equity","DB Inc","KR","Software & Services"
"3673 TT Equity","TPK Holding Co Ltd","TW","Technology Hardware & Equipmen"
"6233 TT Equity","Prolific Technology Inc","TW","Semiconductors & Semiconductor"
"6479 JP Equity","MINEBEA MITSUMI Inc","JP","Capital Goods"
"3438 TT Equity","Advanced Analog Technology Inc","TW","Semiconductors & Semiconductor"
"KTGCOLZ KS Equity","KTG Co Ltd","KR","#N/A N/A"
"1785 TT Equity","Solar Applied Materials Technology Co","TW","Materials"
"6552 TT Equity","JMC Electronics Co Ltd","TW","Semiconductors & Semiconductor"
"6857 JP Equity","Advantest Corp","JP","Semiconductors & Semiconductor"
"2352 TT Equity","Qisda Corp","TW","Technology Hardware & Equipmen"
"8215 TT Equity","BenQ Materials Corp","TW","Technology Hardware & Equipmen"
"LSCC US Equity","Lattice Semiconductor Corp","US","Semiconductors & Semiconductor"
"2379 TT Equity","Realtek Semiconductor Corp","TW","Semiconductors & Semiconductor"
"5351 TT Equity","Etron Technology Inc","TW","Semiconductors & Semiconductor"
"000701 CH Equity","Xiamen Xindeco Ltd","CN","Capital Goods"
"0476366D CH Equity","Dalian Linton NC Machine Co Ltd","CN","#N/A N/A"
"300080 CH Equity","Henan Yicheng New Energy Co Ltd","CN","Materials"
"DQ US Equity","Daqo New Energy Corp","CN","Semiconductors & Semiconductor"
"600438 CH Equity","Tongwei Co Ltd","CN","Food, Beverage & Tobacco"
"3189 TT Equity","Kinsus Interconnect Technology Corp","TW","Semiconductors & Semiconductor"
"TER US Equity","Teradyne Inc","US","Semiconductors & Semiconductor"
"219130 KS Equity","TigerElec Co Ltd","KR","Technology Hardware & Equipmen"
"096870 KS Equity","LDT Inc","KR","Semiconductors & Semiconductor"
"CIE SM Equity","CIE Automotive SA","ES","Automobiles & Components"
"SHA GR Equity","Schaeffler AG","DE","Automobiles & Components"
"005380 KS Equity","Hyundai Motor Co","KR","Automobiles & Components"
"0978510D KS Equity","HL GreenPower Co Ltd","KR","#N/A N/A"
"018880 KS Equity","Hanon Systems","KR","Automobiles & Components"
"010690 KS Equity","Hwa Shin Co Ltd","KR","Automobiles & Components"
"ASM NA Equity","ASM International NV","NL","Semiconductors & Semiconductor"
"ISRG US Equity","Intuitive Surgical Inc","US","Health Care Equipment & Servic"
"0570829D US Equity","Kingston Technology Corp","US","#N/A N/A"
"3036 TT Equity","WT Microelectronics Co Ltd","TW","Technology Hardware & Equipmen"
"TSLA US Equity","Tesla Inc","US","Automobiles & Components"
"AMZN US Equity","Amazon.com Inc","US","Retailing"
"WMT US Equity","Walmart Inc","US","Food & Staples Retailing"
"TECD US Equity","Tech Data Corp","US","Technology Hardware & Equipmen"
"PRI IM Equity","Prima Industrie SpA","IT","Capital Goods"
"RTN US Equity","Raytheon Co","US","Capital Goods"
"NOC US Equity","Northrop Grumman Corp","US","Capital Goods"
"7731 JP Equity","Nikon Corp","JP","Consumer Durables & Apparel"
"LDO IM Equity","Leonardo SpA","IT","Capital Goods"
"LLL US Equity","L3 Technologies Inc","US","Capital Goods"
"CIEN US Equity","Ciena Corp","US","Technology Hardware & Equipmen"
"CDW US Equity","CDW Corp/DE","US","Technology Hardware & Equipmen"
"BBY US Equity","Best Buy Co Inc","US","Retailing"
"VZ US Equity","Verizon Communications Inc","US","Telecommunication Services"
"002024 CH Equity","Suning.com Co Ltd","CN","Retailing"
"941 HK Equity","China Mobile Ltd","HK","Telecommunication Services"
"TMUS US Equity","T-Mobile US Inc","US","Telecommunication Services"
"900938 CH Equity","HNA Technology Co Ltd","CN","Technology Hardware & Equipmen"
"S US Equity","Sprint Corp","US","Telecommunication Services"
"TEF SM Equity","Telefonica SA","ES","Telecommunication Services"
"SNX US Equity","SYNNEX Corp","US","Technology Hardware & Equipmen"
"JPM US Equity","JPMorgan Chase & Co","US","Banks"
"LMT US Equity","Lockheed Martin Corp","US","Capital Goods"
